sample,type,density
694,Inside,0.441
694,Inside,0.338
694,Inside,7.703
694,Inside,2.99
694,Inside,0.955
694,Inside,6.319
694,Inside,0.66
694,Inside,8.405
694,Inside,1.789
694,Inside,7.43
694,Inside,0.55
694,Inside,2.053
694,Inside,2.754
694,Inside,1.114
694,Inside,0.7
694,Inside,1.356
694,Inside,4.441
694,Inside,1.524
694,Inside,6.672
694,Inside,1.582
694,Inside,1.968
694,Inside,1.649
694,Inside,2.713
694,Inside,0.55
694,Inside,0.518
694,Inside,16.362
694,Inside,3.62
694,Inside,3.864
694,Inside,2.409
694,Inside,1.013
694,Inside,1.141
694,Inside,7.453
694,Inside,0.624
694,Inside,0.338
694,Inside,8.17
694,Inside,1.759
694,Inside,2.164
694,Inside,1.272
694,Inside,1.582
694,Inside,0.41
694,Inside,1.21
694,Inside,1.114
694,Inside,9.2
694,Inside,0.441
694,Inside,0.819
694,Inside,8.109
694,Inside,0.366
694,Inside,0.441
694,Inside,1.173
694,Inside,4.636
694,Inside,1.282
694,Inside,1.409
694,Inside,0.441
694,Inside,2.477
694,Inside,0.733
694,Inside,1.114
694,Inside,0.348
694,Inside,1.027
694,Inside,1.591
694,Inside,0.733
694,Inside,0.66
694,Inside,2.903
694,Inside,0.41
694,Inside,1.065
694,Inside,1.138
694,Inside,1.173
694,Inside,0.705
694,Inside,0.959
694,Inside,1.659
694,Inside,0.733
694,Inside,6.259
694,Inside,1.036
694,Inside,1.524
694,Inside,0.525
694,Inside,3.233
694,Inside,1.554
694,Inside,6.941
694,Inside,0.441
694,Inside,0.855
694,Inside,0.478
694,Inside,3.005
694,Inside,1.321
694,Inside,1.324
694,Inside,0.66
694,Inside,0.348
694,Inside,1.632
694,Inside,1.114
694,Inside,0.777
694,Inside,0.843
694,Inside,7.659
694,Inside,14.519
694,Inside,0.66
694,Inside,7.315
694,Inside,0.596
694,Inside,1.036
694,Inside,0.366
694,Inside,0.916
694,Inside,6.271
694,Inside,0.934
694,Inside,7.214
694,Inside,3.224
694,Inside,3.591
694,Inside,1.659
694,Inside,3.071
694,Inside,2.97
694,Inside,3.343
694,Inside,2.675
694,Inside,1.484
694,Inside,1.272
694,Inside,1.065
694,Inside,0.773
694,Inside,1.687
694,Inside,1.282
694,Inside,2.089
694,Inside,0.441
694,Inside,4.354
694,Inside,1.193
694,Inside,1.182
694,Inside,0.591
694,Inside,0.518
694,Inside,8.795
694,Inside,0.55
694,Inside,2.276
694,Inside,0.525
694,Inside,1.036
694,Inside,0.41
694,Inside,1.431
694,Inside,1.049
694,Inside,7.915
694,Inside,2.727
694,Inside,1.565
694,Inside,1.373
694,Inside,15.56
694,Inside,0.518
694,Inside,10.074
694,Inside,2.903
694,Inside,3.271
694,Inside,1.393
694,Inside,2.409
694,Inside,3.777
694,Inside,2.734
694,Inside,0.348
694,Inside,4.391
694,Inside,1.92
694,Inside,3.044
694,Inside,1.229
694,Inside,1.141
694,Inside,7.047
694,Inside,4.034
694,Inside,1.841
694,Inside,10.38
694,Inside,1.114
694,Inside,0.819
694,Inside,2.815
694,Inside,1.248
694,Inside,0.348
694,Inside,0.41
694,Inside,2.155
694,Inside,12.478
694,Inside,0.886
694,Inside,1.614
694,Inside,2.177
694,Inside,0.366
694,Inside,1.036
694,Inside,5.056
694,Inside,0.676
694,Inside,0.624
694,Inside,14.069
694,Inside,7.835
694,Inside,4.695
694,Inside,18.628
694,Inside,1.141
694,Inside,0.478
694,Inside,12.995
694,Inside,14.333
694,Inside,0.41
694,Inside,5.005
694,Inside,1.947
694,Inside,2.924
694,Inside,0.441
694,Inside,3.537
694,Inside,0.7
694,Inside,7.981
694,Inside,0.366
694,Inside,8.247
694,Inside,9.907
694,Inside,8.363
694,Inside,1.841
694,Inside,25.918
694,Inside,3.378
694,Inside,5.11
694,Inside,7.85
694,Inside,0.66
694,Inside,1.891
694,Inside,3.825
694,Inside,0.596
694,Inside,5.688
694,Inside,9.165
694,Inside,5.361
694,Inside,8.31
694,Inside,1.687
694,Inside,3.439
694,Inside,9.148
694,Inside,4.261
694,Inside,0.41
694,Inside,1.272
694,Inside,9.22
694,Inside,2.886
694,Inside,3.347
694,Inside,1.395
694,Inside,1.705
694,Inside,9.276
694,Inside,2.266
694,Inside,0.835
694,Inside,8.079
694,Inside,1.114
694,Inside,1.993
694,Inside,0.41
694,Inside,1.099
694,Inside,15.427
694,Inside,6.595
694,Inside,1.093
694,Inside,11.243
694,Inside,4.126
694,Inside,14.356
694,Inside,2.206
694,Inside,10.63
694,Inside,0.366
694,Inside,0.366
694,Inside,0.366
694,Inside,13.45
694,Inside,17.634
694,Inside,0.64
694,Inside,0.441
694,Inside,15.225
694,Inside,6.443
694,Inside,10.44
694,Inside,0.478
694,Inside,11.128
694,Inside,0.41
694,Inside,0.338
694,Inside,0.843
694,Inside,11.97
694,Inside,0.591
694,Inside,0.366
694,Inside,0.705
694,Inside,1.868
694,Inside,0.7
694,Inside,1.933
694,Inside,1.942
694,Inside,23.658
694,Inside,2.393
694,Inside,0.41
694,Inside,5.742
694,Inside,23.01
694,Inside,44.815
694,Inside,10.671
694,Inside,4.451
694,Inside,4.361
694,Inside,14.451
694,Inside,7.817
694,Inside,3.32
694,Inside,5.818
694,Inside,8.112
694,Inside,8.868
694,Inside,9.454
694,Inside,0.55
694,Inside,5.477
694,Inside,7.8
694,Inside,7.576
694,Inside,1.173
694,Inside,6.829
694,Inside,8.109
694,Inside,1.657
694,Inside,0.624
694,Inside,4.343
694,Inside,4.317
694,Inside,8.646
694,Inside,0.773
694,Inside,1.114
694,Inside,7.228
694,Inside,2.667
694,Inside,0.705
694,Inside,10.977
694,Inside,1.659
694,Inside,0.676
694,Inside,1.248
694,Inside,0.441
694,Inside,10.657
694,Inside,1.321
694,Inside,4.676
694,Inside,5.367
694,Inside,0.934
694,Inside,0.55
694,Inside,1.433
694,Inside,3.114
694,Inside,0.99
694,Inside,15.294
694,Inside,4.4
694,Inside,3.166
694,Inside,5.937
694,Inside,0.41
694,Inside,6.021
694,Inside,15.566
694,Inside,3.246
694,Inside,5.8
694,Inside,21.308
694,Inside,1.993
694,Inside,1.036
694,Inside,18.933
694,Inside,8.964
694,Inside,6.863
694,Inside,2.177
694,Inside,11.458
694,Inside,0.916
694,Inside,0.916
694,Inside,8.79
694,Inside,0.591
694,Inside,2.604
694,Inside,7.154
694,Inside,2.541
694,Inside,3.29
694,Inside,0.418
694,Inside,0.366
694,Inside,1.689
694,Inside,9.798
694,Inside,6.265
694,Inside,0.366
694,Inside,14.664
694,Inside,9.819
694,Inside,4.197
694,Inside,2.317
694,Inside,0.366
694,Inside,5.545
694,Inside,5.385
694,Inside,0.366
694,Inside,0.886
694,Inside,6.253
694,Inside,1.819
694,Inside,0.441
694,Inside,0.596
694,Inside,0.596
694,Inside,0.927
694,Inside,0.705
694,Inside,0.478
694,Inside,7.503
694,Inside,0.441
694,Inside,0.987
694,Inside,0.695
694,Inside,1.251
694,Inside,1.21
694,Inside,5.259
694,Inside,4.9
694,Inside,8.76
694,Inside,1.321
694,Inside,0.518
694,Inside,1.334
694,Inside,0.819
694,Inside,0.596
694,Inside,0.441
694,Inside,2.035
694,Inside,0.478
694,Inside,0.366
694,Inside,0.777
694,Inside,0.463
694,Inside,0.478
694,Inside,0.55
694,Inside,0.99
694,Inside,17.404
694,Inside,10.225
694,Inside,5.985
694,Inside,0.366
694,Inside,5.03
694,Inside,4.499
694,Inside,10.712
694,Inside,3.593
694,Inside,11.25
694,Inside,29.159
694,Inside,6.313
694,Inside,1.942
694,Inside,16.283
694,Inside,15.979
694,Inside,12.311
694,Inside,5.705
694,Inside,12.031
694,Inside,0.348
694,Inside,0.591
694,Inside,9.839
694,Inside,4.367
694,Inside,7.731
694,Inside,0.441
694,Inside,4.443
694,Inside,11.667
694,Inside,2.53
694,Inside,0.478
694,Inside,0.525
694,Inside,0.579
694,Inside,0.55
694,Inside,0.338
694,Inside,6.478
694,Inside,1.324
694,Inside,2.421
694,Inside,1.373
694,Inside,0.441
694,Inside,1.093
694,Inside,3.572
694,Inside,7.619
694,Inside,0.441
694,Inside,0.348
694,Inside,1.102
694,Inside,4.185
694,Inside,3.015
694,Inside,9.11
694,Inside,0.835
694,Inside,1.638
694,Inside,0.525
694,Inside,2.967
694,Inside,0.855
694,Inside,1.295
694,Inside,0.41
694,Inside,4.394
694,Inside,7.784
694,Inside,1.202
694,Inside,6.672
694,Inside,0.745
694,Inside,2.131
694,Inside,2.368
694,Inside,1.763
694,Inside,5.759
694,Inside,1.064
694,Inside,2.967
694,Inside,6.742
694,Inside,1.277
694,Inside,3.304
694,Inside,1.532
694,Inside,1.684
694,Inside,1.546
694,Inside,0.823
694,Inside,2.536
694,Inside,0.594
694,Inside,0.527
694,Inside,0.594
694,Inside,1.406
694,Inside,0.466
694,Inside,0.527
694,Inside,0.847
694,Inside,2.173
694,Inside,0.466
694,Inside,0.412
694,Inside,1.472
694,Inside,0.664
694,Inside,0.552
694,Inside,5.776
694,Inside,1.85
694,Inside,4.125
694,Inside,5.963
694,Inside,0.466
694,Inside,2.033
694,Inside,0.643
694,Inside,1.005
694,Inside,1.005
694,Inside,0.48
694,Inside,0.527
694,Inside,4.831
694,Inside,0.664
694,Inside,1.301
694,Inside,0.664
694,Inside,0.527
694,Inside,0.92
694,Inside,0.466
694,Inside,9.46
694,Inside,0.708
694,Inside,2.173
694,Inside,0.349
694,Inside,3.019
694,Inside,4.923
694,Inside,0.412
694,Inside,1.713
694,Inside,0.527
694,Inside,1.598
694,Inside,0.466
694,Inside,4.281
694,Inside,6.535
694,Inside,0.412
694,Inside,4.983
694,Inside,2.443
694,Inside,3.085
694,Inside,8.363
694,Inside,1.697
694,Inside,3.561
694,Inside,2.358
694,Inside,0.643
694,Inside,1.484
694,Inside,13.356
694,Inside,5.214
694,Inside,3.045
694,Inside,1.63
694,Inside,0.466
694,Inside,1.44
694,Inside,0.708
694,Inside,1.406
694,Inside,1.598
694,Inside,2.513
694,Inside,4.087
694,Inside,0.643
694,Inside,9.611
694,Inside,1.84
694,Inside,1.553
694,Inside,0.643
694,Inside,0.466
694,Inside,1.621
694,Inside,3.573
694,Inside,3.77
694,Inside,1.73
694,Inside,0.886
694,Inside,1.215
694,Inside,0.466
694,Inside,1.989
694,Inside,2.584
694,Inside,1.399
694,Inside,0.759
694,Inside,0.412
694,Inside,0.995
694,Inside,1.531
694,Inside,0.466
694,Inside,3.958
694,Inside,0.823
694,Inside,3.855
694,Inside,1.531
694,Inside,8.331
694,Inside,1.119
694,Inside,2.224
694,Inside,12.564
694,Inside,0.594
694,Inside,0.412
694,Inside,2.306
694,Inside,0.582
694,Inside,1.667
694,Inside,6.344
694,Inside,3.696
694,Inside,7.659
694,Inside,2.838
694,Inside,0.594
694,Inside,1.85
694,Inside,2.296
694,Inside,0.466
694,Inside,4.87
694,Inside,1.119
694,Inside,3.562
694,Inside,1.073
694,Inside,1.119
694,Inside,1.119
694,Inside,1.667
694,Inside,1.327
694,Inside,3.099
694,Inside,2.715
694,Inside,0.582
694,Inside,1.992
694,Inside,0.708
694,Inside,0.594
694,Inside,0.527
694,Inside,1.286
694,Inside,1.416
694,Inside,0.708
694,Inside,1.656
694,Inside,1.59
694,Inside,0.466
694,Inside,1.301
694,Inside,1.187
694,Inside,1.254
694,Inside,10.105
694,Inside,1.667
694,Inside,0.811
694,Inside,4.173
694,Inside,0.527
694,Inside,9.199
694,Inside,5.125
694,Inside,6.133
694,Inside,0.89
694,Inside,0.811
694,Inside,0.594
694,Inside,1.362
694,Inside,1.472
694,Inside,0.412
694,Inside,1.031
694,Inside,8.045
694,Inside,0.412
694,Inside,3.54
694,Inside,2.715
694,Inside,0.412
694,Inside,4.775
694,Inside,3.063
694,Inside,1.073
694,Inside,8.708
694,Inside,0.412
694,Inside,5.71
694,Inside,2.785
694,Inside,2.625
694,Inside,2.421
694,Inside,1.951
694,Inside,2.578
694,Inside,1.64
694,Inside,0.698
694,Inside,3.411
694,Inside,0.847
694,Inside,8.446
694,Inside,0.92
694,Inside,3.54
694,Inside,7.281
694,Inside,1.104
694,Inside,0.48
694,Inside,0.594
694,Inside,1.798
694,Inside,4.738
694,Inside,0.527
694,Inside,2.16
694,Inside,5.41
694,Inside,0.466
694,Inside,2.947
694,Inside,9.113
694,Inside,0.708
694,Inside,1.92
694,Inside,5.753
694,Inside,3.458
694,Inside,2.175
694,Inside,0.991
694,Inside,0.594
694,Inside,0.412
694,Inside,4.892
694,Inside,1.104
694,Inside,3.219
694,Inside,0.594
694,Inside,0.349
694,Inside,2.135
694,Inside,0.412
694,Inside,2.306
694,Inside,1.781
694,Inside,6.707
694,Inside,14.338
694,Inside,4.834
694,Inside,6.924
694,Inside,4.663
694,Inside,0.466
694,Inside,5.936
694,Inside,2.265
694,Inside,0.823
694,Inside,3.681
694,Inside,13.638
694,Inside,22.05
694,Inside,6.029
694,Inside,7.168
694,Inside,0.412
694,Inside,9.006
694,Inside,0.89
694,Inside,4.54
694,Inside,2.432
694,Inside,10.572
694,Inside,2.26
694,Inside,16.69
694,Inside,10.426
694,Inside,0.412
694,Inside,9.684
694,Inside,1.929
694,Inside,7.69
694,Inside,1.667
694,Inside,5.458
694,Inside,3.854
694,Inside,1.031
694,Inside,3.375
694,Inside,5.435
694,Inside,9.538
694,Inside,0.92
694,Inside,12.053
694,Inside,11.759
694,Inside,8.484
694,Inside,3.278
694,Inside,4.281
694,Inside,5.57
694,Inside,7.893
694,Inside,4.679
694,Inside,0.527
694,Inside,0.466
694,Inside,5.779
694,Inside,0.938
694,Inside,0.776
694,Inside,6.536
694,Inside,0.886
694,Inside,12.552
694,Inside,0.527
694,Inside,1.877
694,Inside,0.349
694,Inside,3.913
694,Inside,6.288
694,Inside,1.773
694,Inside,1.005
694,Inside,7.51
694,Inside,7.513
694,Inside,6.481
694,Inside,1.581
694,Inside,13.869
694,Inside,3.83
694,Inside,0.466
694,Inside,7.362
694,Inside,2.65
694,Inside,1.761
694,Inside,8.706
694,Inside,1.256
694,Inside,1.553
694,Inside,0.92
694,Inside,0.811
694,Inside,0.466
694,Inside,1.054
694,Inside,0.89
694,Inside,0.527
694,Inside,5.708
694,Inside,0.89
694,Inside,1.767
694,Inside,1.187
694,Inside,7.797
694,Inside,8.865
694,Inside,1.546
694,Inside,2.393
694,Inside,3.586
694,Inside,1.119
694,Inside,0.412
694,Inside,3.18
694,Inside,6.689
694,Inside,0.48
694,Inside,10.536
694,Inside,1.713
694,Inside,3.492
694,Inside,10.395
694,Inside,1.951
694,Inside,5.564
694,Inside,7.626
694,Inside,12.026
694,Inside,24.63
694,Inside,1.031
694,Inside,4.133
694,Inside,0.412
694,Inside,0.92
694,Inside,1.513
694,Inside,1.513
694,Inside,0.349
694,Inside,9.962
694,Inside,2.187
694,Inside,1.187
694,Inside,0.412
694,Inside,0.708
694,Inside,3.059
694,Inside,1.84
694,Inside,0.527
694,Inside,0.991
694,Inside,1.813
694,Inside,1.92
694,Inside,0.938
694,Inside,11.848
694,Inside,2.469
694,Inside,2.909
694,Inside,2.376
694,Inside,2.192
694,Inside,0.708
694,Inside,0.96
694,Inside,14.526
694,Inside,0.412
694,Inside,4.889
694,Inside,0.527
694,Inside,2.137
694,Inside,9.992
694,Inside,1.828
694,Inside,3.022
694,Inside,1.187
694,Inside,3.196
694,Inside,0.527
694,Inside,1.877
694,Inside,1.44
694,Inside,0.412
694,Inside,7.453
694,Inside,4.346
694,Inside,7.135
694,Inside,1.85
694,Inside,1.531
694,Inside,1.256
694,Inside,0.991
694,Inside,1.621
694,Inside,0.708
694,Inside,8.264
694,Inside,0.466
694,Inside,3.806
694,Inside,4.54
694,Inside,2.941
694,Inside,2.26
694,Inside,0.643
694,Inside,0.759
694,Inside,6.3
694,Inside,0.96
694,Inside,0.466
694,Inside,2.917
694,Inside,0.92
694,Inside,2.216
694,Inside,5.036
694,Inside,2.358
694,Inside,1.484
694,Inside,3.593
694,Inside,0.349
694,Inside,3.167
694,Inside,7.868
694,Inside,0.759
694,Inside,17.035
694,Inside,2.098
694,Inside,2.135
694,Inside,0.875
694,Inside,2.671
694,Inside,1.256
694,Inside,0.48
694,Inside,5.007
694,Inside,0.823
694,Inside,5.342
694,Inside,1.256
694,Inside,2.098
694,Inside,2.599
694,Inside,1.484
694,Inside,8.43
694,Inside,11.308
694,Inside,1.511
694,Inside,1.623
694,Inside,0.443
694,Inside,3.813
694,Inside,6.957
694,Inside,8.05
694,Inside,2.376
694,Inside,4.115
694,Inside,6.695
694,Inside,1.879
694,Inside,1.104
694,Inside,1.553
694,Inside,1.744
694,Inside,1.805
694,Inside,2.503
694,Inside,4.907
694,Inside,6.252
694,Inside,0.92
694,Inside,8.323
694,Inside,3.554
694,Inside,7.366
694,Inside,1.256
694,Inside,14.313
694,Inside,5.858
694,Inside,3.593
694,Inside,0.643
694,Inside,1.773
694,Inside,1.031
694,Inside,0.594
694,Inside,0.89
694,Inside,1.667
694,Inside,1.041
694,Inside,2.077
694,Inside,0.466
694,Inside,4.425
694,Inside,1.437
694,Inside,3.858
694,Inside,5.045
694,Inside,5.301
694,Inside,0.527
694,Inside,2.239
694,Inside,1.187
694,Inside,4.192
694,Inside,0.412
694,Inside,0.698
694,Inside,0.776
694,Inside,3.314
694,Inside,1.399
694,Inside,0.412
694,Inside,3.882
694,Inside,0.643
694,Inside,0.643
694,Inside,2.421
694,Inside,1.828
694,Inside,5.159
694,Inside,6.368
694,Inside,2.65
694,Inside,1.215
694,Inside,1.005
694,Inside,13.886
694,Inside,10.439
694,Inside,5.102
694,Inside,7.885
694,Inside,0.466
694,Inside,3.177
694,Inside,2.37
694,Inside,0.664
694,Inside,3.645
694,Inside,5.013
694,Inside,4.231
694,Inside,2.239
694,Inside,1.397
694,Inside,12.775
694,Inside,1.621
694,Inside,1.781
694,Inside,0.847
694,Inside,0.527
694,Inside,3.566
694,Inside,7.41
694,Inside,1.513
694,Inside,5.465
694,Inside,0.349
694,Inside,12.963
694,Inside,0.708
694,Inside,3.805
694,Inside,1.17
694,Inside,4.152
694,Inside,0.594
694,Inside,0.527
694,Inside,6.1
694,Inside,10.999
694,Inside,1.914
694,Inside,1.761
694,Inside,1.914
694,Inside,4.663
694,Inside,1.37
694,Inside,1.288
694,Inside,1.005
694,Inside,0.594
694,Inside,5.299
694,Inside,1.937
694,Inside,2.14
694,Inside,2.871
694,Inside,1.44
694,Inside,6.75
694,Inside,6.187
694,Inside,38.39
694,Inside,5.764
694,Inside,1.877
694,Inside,7.546
694,Inside,4.473
694,Inside,0.349
694,Inside,5.259
694,Inside,5.698
694,Inside,6.529
694,Inside,2.296
694,Inside,5.319
694,Inside,5.482
694,Inside,11.717
694,Inside,1.224
694,Inside,0.527
694,Inside,1.327
694,Inside,0.627
694,Inside,3.387
694,Inside,8.33
694,Inside,5.111
694,Inside,11.715
694,Inside,1.35
694,Inside,0.594
694,Inside,1.927
694,Inside,6.107
694,Inside,3.982
694,Inside,11.106
694,Inside,5.804
694,Inside,1.9
694,Inside,1.828
694,Inside,0.664
694,Inside,10.516
694,Inside,7.718
694,Inside,0.664
694,Inside,1.215
694,Inside,1.719
694,Inside,8.771
694,Inside,2.239
694,Inside,0.466
694,Inside,1.857
694,Inside,0.776
694,Inside,8.54
694,Inside,0.412
694,Inside,0.643
694,Inside,1.288
694,Inside,0.466
694,Inside,1.73
694,Inside,10.333
694,Inside,1.198
694,Inside,18.876
694,Inside,17.595
694,Inside,7.847
694,Inside,0.527
694,Inside,8.63
694,Inside,2.077
694,Inside,2.036
694,Inside,0.886
694,Inside,2.024
694,Inside,4.566
694,Inside,2.923
694,Inside,0.698
694,Inside,8.208
694,Inside,2.626
694,Inside,1.054
694,Inside,15.609
694,Inside,6.903
694,Inside,0.527
694,Inside,0.759
694,Inside,1.119
694,Inside,2.63
694,Inside,5.502
694,Inside,2.767
694,Inside,1.64
694,Inside,0.594
694,Inside,5.202
694,Inside,2.421
694,Inside,3.744
694,Inside,4.026
694,Inside,2.357
694,Inside,0.466
694,Inside,0.527
694,Inside,1.621
694,Inside,0.48
694,Inside,0.349
694,Inside,12.236
694,Inside,1.224
694,Inside,0.594
694,Inside,0.527
694,Inside,9.16
694,Inside,5.61
694,Inside,0.664
694,Inside,0.582
694,Inside,4.312
694,Inside,2.471
694,Inside,3.134
694,Inside,2.843
694,Inside,2.324
694,Inside,3.535
694,Inside,0.89
694,Inside,1.73
694,Inside,2.832
694,Inside,4.498
694,Inside,4.053
694,Inside,5.082
694,Inside,4.243
694,Inside,1.301
694,Inside,1.877
694,Inside,5.312
694,Inside,0.349
694,Inside,0.412
694,Inside,0.527
694,Inside,2.476
694,Inside,0.582
694,Inside,6.146
694,Inside,21.378
694,Inside,0.708
694,Inside,1.107
694,Inside,3.059
694,Inside,10.239
694,Inside,1.235
694,Inside,4.534
694,Inside,0.466
694,Inside,5.941
694,Inside,1.583
694,Inside,0.527
694,Inside,0.776
694,Inside,0.412
694,Inside,0.582
694,Inside,0.664
694,Inside,4.173
694,Inside,0.664
694,Inside,0.698
694,Inside,2.671
694,Inside,0.698
694,Inside,3.177
694,Inside,0.92
694,Inside,1.879
694,Inside,3.239
694,Inside,8.267
694,Inside,1.531
694,Inside,1.399
694,Inside,2.715
694,Inside,0.594
694,Inside,1.005
694,Inside,1.767
694,Inside,1.406
694,Inside,1.104
694,Inside,0.412
694,Inside,3.026
694,Inside,3.79
694,Inside,1.215
694,Inside,1.621
694,Inside,1.598
694,Inside,3.318
694,Inside,2.287
694,Inside,9.686
694,Inside,8.474
694,Inside,6.265
694,Inside,1.44
694,Inside,0.776
694,Inside,3.162
694,Inside,0.527
694,Inside,6.554
694,Inside,0.594
694,Inside,3.737
694,Inside,4.991
694,Inside,3.318
694,Inside,0.664
694,Inside,1.956
694,Inside,3.523
694,Inside,10.016
694,Inside,0.412
694,Inside,0.823
694,Inside,1.187
694,Inside,3.134
694,Inside,2.583
694,Inside,1.458
694,Inside,4.682
694,Inside,4.164
694,Inside,2.867
694,Inside,0.582
694,Inside,0.527
694,Inside,6.881
694,Inside,1.07
694,Inside,0.466
694,Inside,3.934
694,Inside,7.195
694,Inside,13.41
694,Inside,8.392
694,Inside,1.553
694,Inside,4.714
694,Inside,0.708
694,Inside,0.594
694,Inside,3.519
694,Inside,5.809
694,Inside,0.776
694,Inside,0.643
694,Inside,1.235
694,Inside,3.062
694,Inside,1.59
694,Inside,1.224
694,Inside,1.656
694,Inside,1.465
694,Inside,2.063
694,Inside,2.239
694,Inside,4.136
694,Inside,0.527
694,Inside,2.187
694,Inside,1.472
694,Inside,2.488
694,Inside,0.48
694,Inside,3.036
694,Inside,3.813
694,Inside,6.483
694,Inside,6.83
694,Inside,5.483
694,Inside,9.482
694,Inside,0.776
694,Inside,0.594
694,Inside,0.412
694,Inside,5.048
694,Inside,4.133
694,Inside,1.991
694,Inside,4.496
694,Inside,1.146
694,Inside,0.875
694,Inside,3.653
694,Inside,0.89
694,Inside,1.178
694,Inside,1.697
694,Inside,2.74
694,Inside,3.474
694,Inside,1.327
694,Inside,1.301
694,Inside,0.886
694,Inside,0.527
694,Inside,0.963
694,Inside,0.594
694,Inside,0.466
694,Inside,0.527
694,Inside,2.357
694,Inside,0.48
694,Inside,7.227
694,Inside,1.937
694,Inside,0.643
694,Inside,0.527
694,Inside,4.772
694,Inside,0.412
694,Inside,0.466
694,Inside,0.466
694,Inside,1.235
694,Inside,1.989
694,Inside,2.293
694,Inside,0.466
694,Inside,8.459
694,Inside,0.412
694,Inside,0.349
694,Inside,8.126
694,Inside,0.582
694,Inside,11.687
694,Inside,0.412
694,Inside,2.835
694,Inside,1.286
694,Inside,10.365
694,Inside,1.877
694,Inside,2.187
694,Inside,5.858
694,Inside,0.708
694,Inside,2.725
694,Inside,0.643
694,Inside,1.583
694,Inside,1.713
694,Inside,6.622
694,Inside,2.018
694,Inside,0.412
694,Inside,1.513
694,Inside,0.48
694,Inside,11.124
694,Inside,6.013
694,Inside,0.527
694,Inside,0.466
694,Inside,15.218
694,Inside,20.839
694,Inside,2.354
694,Inside,1.235
694,Inside,0.823
694,Inside,0.886
694,Inside,0.466
694,Inside,0.527
694,Inside,0.527
694,Inside,7.147
694,Inside,1.85
694,Inside,2.343
694,Inside,1.054
694,Inside,3.904
694,Inside,0.466
694,Inside,0.466
694,Inside,0.412
694,Inside,1.656
694,Inside,0.527
694,Inside,4.714
694,Inside,0.466
694,Inside,0.938
694,Inside,0.527
694,Inside,6.805
694,Inside,4.332
694,Inside,1.667
694,Inside,2.726
694,Inside,2.288
694,Inside,1.301
694,Inside,0.412
694,Inside,0.527
694,Inside,3.333
694,Inside,1.286
694,Inside,2.917
694,Inside,2.717
694,Inside,0.582
694,Inside,10.27
694,Inside,0.938
694,Inside,1.041
694,Inside,1.538
694,Inside,3.439
694,Inside,5.839
694,Inside,0.552
694,Inside,0.643
694,Inside,11.702
694,Inside,8.761
694,Inside,0.811
694,Inside,0.664
694,Inside,0.759
694,Inside,9.853
694,Inside,2.777
694,Inside,0.466
694,Inside,1.143
694,Inside,0.412
694,Inside,1.761
694,Inside,5.054
694,Inside,0.527
694,Inside,0.811
694,Inside,0.886
694,Inside,1.866
694,Inside,1.178
694,Inside,0.466
694,Inside,0.412
694,Inside,9.791
694,Inside,1.781
694,Inside,0.48
694,Inside,1.805
694,Inside,0.527
694,Inside,0.466
694,Inside,2.809
694,Inside,1.437
694,Inside,0.466
694,Inside,6.389
694,Inside,0.664
694,Inside,0.594
694,Inside,1.511
694,Inside,1.34
694,Inside,7.374
694,Inside,3.423
694,Inside,6.151
694,Inside,0.736
694,Inside,0.594
694,Inside,2.466
694,Inside,3.843
694,Inside,1.583
694,Inside,22.713
694,Inside,0.349
694,Inside,1.598
694,Inside,3.769
694,Inside,0.412
694,Inside,4.02
694,Inside,0.466
694,Inside,1.781
694,Inside,0.466
694,Inside,2.077
694,Inside,1.598
694,Inside,1.327
694,Inside,1.215
694,Inside,1.288
694,Inside,6.973
694,Inside,0.643
694,Inside,11.875
694,Inside,1.054
694,Inside,1.553
694,Inside,19.623
694,Inside,1.581
694,Inside,0.886
694,Inside,14.766
694,Inside,1.767
694,Inside,2.577
694,Inside,0.995
694,Inside,0.776
694,Inside,0.412
694,Inside,0.48
694,Inside,0.582
694,Inside,1.235
694,Inside,1.256
694,Inside,2.288
694,Inside,0.466
694,Inside,4.268
694,Inside,0.527
694,Inside,0.664
694,Inside,4.243
694,Inside,1.005
694,Inside,1.104
694,Inside,0.412
694,Inside,0.527
694,Inside,0.466
694,Inside,10.681
694,Inside,0.527
694,Inside,1.073
694,Inside,0.708
694,Inside,0.48
694,Inside,0.811
694,Inside,2.077
694,Inside,2.282
694,Inside,0.527
694,Inside,1.256
694,Inside,2.766
694,Inside,1.736
694,Inside,1.59
694,Inside,0.708
694,Inside,1.215
694,Inside,1.301
771,Inside,8.685
771,Inside,84.297
771,Inside,0.418
771,Inside,6.331
771,Inside,298.093
771,Inside,0.86
771,Inside,0.934
771,Inside,0.487
771,Inside,2.897
771,Inside,232.588
771,Inside,4.149
771,Inside,2.273
771,Inside,1.642
771,Inside,1.348
771,Inside,3.177
771,Inside,0.374
771,Inside,2.624
771,Inside,2.206
771,Inside,2.768
771,Inside,1.623
771,Inside,0.535
771,Inside,2.841
771,Inside,1.534
771,Inside,2.527
771,Inside,3.122
771,Inside,0.418
771,Inside,0.714
771,Inside,1.401
771,Inside,0.301
771,Inside,2.741
771,Inside,1.57
771,Inside,1.856
771,Inside,0.953
771,Inside,0.77
771,Inside,1.401
771,Inside,2.887
771,Inside,1.481
771,Inside,1.35
771,Inside,0.674
771,Inside,2.475
771,Inside,1.648
771,Inside,0.374
771,Inside,0.608
771,Inside,1.09
