sample,type,density
451,Inside,0.485
451,Inside,0.715
451,Inside,0.788
451,Inside,0.973
451,Inside,0.447
451,Inside,0.67
451,Inside,0.485
451,Inside,0.831
451,Inside,0.784
451,Inside,0.599
451,Inside,0.353
451,Inside,0.868
451,Inside,0.818
451,Inside,0.485
451,Inside,1.115
451,Inside,0.532
451,Inside,1.683
451,Inside,0.485
451,Inside,0.899
451,Inside,1.198
451,Inside,0.895
451,Inside,1.711
451,Inside,0.599
451,Inside,0.3
451,Inside,1.083
451,Inside,1.434
451,Inside,0.447
451,Inside,0.372
451,Inside,0.743
451,Inside,0.532
451,Inside,0.969
451,Inside,1.13
451,Inside,0.557
451,Inside,1.895
451,Inside,0.557
451,Inside,3.574
451,Inside,0.557
451,Inside,1.546
451,Inside,0.557
451,Inside,0.788
451,Inside,0.929
451,Inside,1.97
451,Inside,0.3
451,Inside,0.372
451,Inside,0.447
451,Inside,0.788
451,Inside,0.895
451,Inside,0.599
451,Inside,0.895
451,Inside,0.784
451,Inside,0.743
451,Inside,0.372
451,Inside,0.71
451,Inside,0.3
451,Inside,0.633
451,Inside,0.743
451,Inside,0.526
451,Inside,1.314
451,Inside,0.71
451,Inside,0.71
451,Inside,0.788
451,Inside,0.818
451,Inside,0.3
451,Inside,0.784
451,Inside,3.78
451,Inside,0.599
451,Inside,2.008
451,Inside,1.093
451,Inside,0.447
451,Inside,0.71
451,Inside,0.868
451,Inside,1.268
451,Inside,0.447
451,Inside,2.493
451,Inside,1.37
451,Inside,0.343
451,Inside,2.292
451,Inside,0.929
451,Inside,0.557
451,Inside,0.969
451,Inside,0.633
451,Inside,0.447
451,Inside,0.447
451,Inside,1.314
451,Inside,0.343
451,Inside,3.115
451,Inside,1.051
451,Inside,0.899
451,Inside,1.314
451,Inside,0.372
451,Inside,0.868
451,Inside,1.083
451,Inside,0.343
451,Inside,1.157
451,Inside,1.753
451,Inside,0.353
451,Inside,0.3
451,Inside,1.157
451,Inside,0.705
451,Inside,0.415
451,Inside,0.973
451,Inside,1.605
451,Inside,0.715
451,Inside,0.485
451,Inside,1.67
451,Inside,0.929
451,Inside,1.798
451,Inside,0.947
451,Inside,1.34
451,Inside,0.743
451,Inside,0.415
451,Inside,0.856
451,Inside,1.051
451,Inside,1.198
451,Inside,0.415
451,Inside,1.34
451,Inside,1.301
451,Inside,0.743
451,Inside,0.71
451,Inside,3.236
451,Inside,0.831
451,Inside,0.532
451,Inside,1.064
451,Inside,0.715
451,Inside,1.858
451,Inside,0.818
451,Inside,3.679
451,Inside,0.969
451,Inside,1.393
451,Inside,1.198
451,Inside,0.766
451,Inside,0.784
451,Inside,0.784
451,Inside,0.424
451,Inside,0.588
451,Inside,0.973
451,Inside,0.969
451,Inside,0.929
451,Inside,1.393
451,Inside,0.3
451,Inside,0.447
451,Inside,0.3
451,Inside,3.588
451,Inside,1.43
451,Inside,2.346
451,Inside,1.21
451,Inside,1.041
451,Inside,0.415
451,Inside,1.093
451,Inside,0.784
451,Inside,0.743
451,Inside,0.372
451,Inside,0.784
451,Inside,0.969
451,Inside,0.3
451,Inside,1.342
451,Inside,0.788
451,Inside,0.3
451,Inside,0.599
451,Inside,1.157
451,Inside,0.788
451,Inside,0.3
451,Inside,0.67
451,Inside,1.19
451,Inside,0.526
451,Inside,0.633
451,Inside,0.743
451,Inside,0.3
451,Inside,1.154
451,Inside,0.557
451,Inside,4.936
451,Inside,0.415
451,Inside,1.093
451,Inside,0.715
451,Inside,6.006
451,Inside,1.34
451,Inside,0.343
451,Inside,0.372
451,Inside,0.895
451,Inside,0.847
451,Inside,0.415
451,Inside,0.831
451,Inside,0.633
451,Inside,0.485
451,Inside,1.041
451,Inside,0.856
451,Inside,0.599
451,Inside,0.973
451,Inside,0.67
451,Inside,1.268
451,Inside,1.051
451,Inside,0.353
451,Inside,0.895
451,Inside,0.67
451,Inside,0.969
451,Inside,0.532
451,Inside,1.363
451,Inside,0.895
451,Inside,0.895
451,Inside,0.3
451,Inside,0.766
451,Inside,0.557
451,Inside,1.498
451,Inside,2.89
451,Inside,1.927
451,Inside,0.788
451,Inside,0.784
451,Inside,0.969
451,Inside,0.685
451,Inside,0.372
451,Inside,0.818
451,Inside,0.372
451,Inside,0.788
451,Inside,0.447
451,Inside,0.788
451,Inside,1.451
451,Inside,1.13
451,Inside,0.485
451,Inside,0.973
451,Inside,0.447
451,Inside,0.343
451,Inside,0.856
451,Inside,0.447
451,Inside,1.713
451,Inside,0.784
451,Inside,1.268
451,Inside,1.041
451,Inside,0.743
451,Inside,0.831
451,Inside,1.083
451,Inside,0.3
451,Inside,0.372
451,Inside,0.788
451,Inside,0.973
451,Inside,1.266
451,Inside,2.315
451,Inside,0.743
451,Inside,0.447
451,Inside,1.19
451,Inside,0.415
451,Inside,0.67
451,Inside,0.485
451,Inside,0.831
451,Inside,0.743
451,Inside,1.266
451,Inside,0.766
451,Inside,0.415
451,Inside,0.743
451,Inside,0.831
451,Inside,0.969
451,Inside,0.71
451,Inside,0.929
451,Inside,1.051
451,Inside,1.028
451,Inside,0.743
451,Inside,0.788
451,Inside,1.268
451,Inside,0.343
451,Inside,0.372
451,Inside,0.557
451,Inside,0.447
451,Inside,2.237
451,Inside,0.372
451,Inside,1.004
451,Inside,0.788
451,Inside,1.268
451,Inside,0.969
451,Inside,0.3
451,Inside,0.372
451,Inside,0.424
451,Inside,0.485
451,Inside,0.743
451,Inside,6.02
451,Inside,0.743
451,Inside,1.235
451,Inside,1.13
451,Inside,0.415
451,Inside,1.004
451,Inside,0.685
451,Inside,0.743
451,Inside,0.868
451,Inside,2.268
451,Inside,0.899
451,Inside,1.109
451,Inside,1.08
451,Inside,0.3
451,Inside,0.766
451,Inside,1.13
451,Inside,0.372
451,Inside,1.014
451,Inside,0.3
451,Inside,0.605
451,Inside,0.47
451,Inside,1.982
451,Inside,1.051
451,Inside,1.301
451,Inside,0.447
451,Inside,0.67
451,Inside,0.818
451,Inside,2.641
451,Inside,0.353
451,Inside,1.683
451,Inside,0.372
451,Inside,0.526
451,Inside,1.342
451,Inside,0.784
451,Inside,0.557
451,Inside,0.343
451,Inside,0.485
451,Inside,1.154
451,Inside,0.784
451,Inside,0.818
451,Inside,1.19
451,Inside,1.867
451,Inside,3.605
451,Inside,2.655
451,Inside,2.826
451,Inside,0.353
451,Inside,0.557
451,Inside,1.472
451,Inside,1.21
451,Inside,1.13
451,Inside,2.682
451,Inside,1.42
451,Inside,1.08
451,Inside,0.424
451,Inside,1.561
451,Inside,0.372
451,Inside,0.715
451,Inside,0.71
451,Inside,0.71
451,Inside,2.237
451,Inside,0.67
451,Inside,2.16
451,Inside,0.372
451,Inside,0.743
451,Inside,1.051
451,Inside,1.093
451,Inside,2.136
451,Inside,0.557
451,Inside,0.788
451,Inside,0.3
451,Inside,0.557
451,Inside,0.649
451,Inside,1.004
451,Inside,1.08
451,Inside,1.064
451,Inside,2.022
451,Inside,0.447
451,Inside,2.35
451,Inside,4.338
451,Inside,0.929
451,Inside,0.856
451,Inside,1.181
451,Inside,0.67
451,Inside,0.424
451,Inside,0.605
451,Inside,0.969
451,Inside,0.3
451,Inside,1.028
451,Inside,0.3
451,Inside,0.818
451,Inside,0.353
451,Inside,1.472
451,Inside,0.973
451,Inside,1.227
451,Inside,0.633
451,Inside,0.3
451,Inside,1.08
451,Inside,0.372
451,Inside,1.157
451,Inside,1.181
451,Inside,2.907
451,Inside,0.3
451,Inside,0.415
451,Inside,0.599
451,Inside,1.041
451,Inside,0.526
451,Inside,1.472
451,Inside,6.004
451,Inside,0.788
451,Inside,0.526
451,Inside,0.895
451,Inside,0.743
451,Inside,0.743
451,Inside,0.3
451,Inside,1.19
451,Inside,0.633
451,Inside,0.743
451,Inside,0.3
451,Inside,0.947
451,Inside,0.633
451,Inside,0.557
451,Inside,0.557
451,Inside,0.485
451,Inside,0.353
451,Inside,0.372
451,Inside,0.818
451,Inside,1.375
451,Inside,0.899
451,Inside,1.08
451,Inside,0.3
451,Inside,1.235
451,Inside,1.041
451,Inside,0.818
451,Inside,1.528
451,Inside,0.856
451,Inside,1.546
451,Inside,0.973
451,Inside,2.092
451,Inside,1.198
451,Inside,0.3
451,Inside,0.715
451,Inside,1.051
451,Inside,1.695
451,Inside,0.856
451,Inside,1.157
451,Inside,1.19
451,Inside,0.557
451,Inside,1.605
451,Inside,0.856
451,Inside,0.3
451,Inside,0.715
451,Inside,1.115
451,Inside,0.856
451,Inside,1.546
451,Inside,0.343
451,Inside,0.973
451,Inside,0.71
451,Inside,0.947
451,Inside,0.868
451,Inside,1.776
451,Inside,0.526
451,Inside,0.784
451,Inside,0.557
451,Inside,1.824
451,Inside,1.839
451,Inside,2.257
451,Inside,1.561
451,Inside,0.649
451,Inside,0.557
451,Inside,0.3
451,Inside,1.109
451,Inside,0.649
451,Inside,0.415
451,Inside,1.157
451,Inside,0.3
451,Inside,0.71
451,Inside,0.784
451,Inside,0.532
451,Inside,0.929
451,Inside,2.268
451,Inside,0.71
451,Inside,1.413
451,Inside,1.051
451,Inside,2.136
451,Inside,1.004
451,Inside,0.818
451,Inside,1.21
451,Inside,0.353
451,Inside,0.633
451,Inside,1.532
451,Inside,0.415
451,Inside,1.051
451,Inside,0.847
451,Inside,0.633
451,Inside,0.633
451,Inside,0.67
451,Inside,1.498
451,Inside,0.415
451,Inside,0.633
451,Inside,0.743
451,Inside,0.372
451,Inside,0.353
451,Inside,0.599
451,Inside,0.899
451,Inside,1.43
451,Inside,0.71
451,Inside,0.649
451,Inside,1.115
451,Inside,1.37
451,Inside,0.633
451,Inside,0.372
451,Inside,0.605
451,Inside,0.447
451,Inside,0.67
451,Inside,0.372
451,Inside,1.713
451,Inside,0.715
451,Inside,3.711
451,Inside,2.077
451,Inside,3.011
451,Inside,0.605
451,Inside,4.075
451,Inside,1.271
451,Inside,1.298
451,Inside,1.383
451,Inside,2.581
451,Inside,0.447
451,Inside,0.633
451,Inside,1.227
451,Inside,0.929
451,Inside,0.485
451,Inside,1.109
451,Inside,0.973
451,Inside,0.485
451,Inside,2.685
451,Inside,1.198
451,Inside,0.372
451,Inside,0.3
451,Inside,0.67
451,Inside,1.21
451,Inside,0.649
451,Inside,1.266
451,Inside,1.79
451,Inside,0.557
451,Inside,0.929
451,Inside,0.3
451,Inside,3.671
451,Inside,0.372
451,Inside,0.633
451,Inside,0.831
451,Inside,1.157
451,Inside,0.973
451,Inside,1.375
451,Inside,0.343
451,Inside,0.372
451,Inside,1.375
451,Inside,0.485
451,Inside,1.596
451,Inside,0.67
451,Inside,0.743
451,Inside,0.818
451,Inside,1.21
451,Inside,1.083
451,Inside,0.895
451,Inside,0.784
451,Inside,0.715
451,Inside,1.157
451,Inside,0.557
451,Inside,0.599
451,Inside,0.599
451,Inside,1.34
451,Inside,0.372
451,Inside,0.526
451,Inside,0.3
451,Inside,1.235
451,Inside,0.372
451,Inside,1.028
451,Inside,0.899
451,Inside,0.856
451,Inside,0.973
451,Inside,1.011
451,Inside,1.37
451,Inside,1.839
451,Inside,0.599
451,Inside,0.3
451,Inside,0.71
451,Inside,1.639
451,Inside,0.715
451,Inside,0.557
451,Inside,0.557
451,Inside,0.605
451,Inside,0.415
451,Inside,0.372
451,Inside,0.557
451,Inside,0.743
451,Inside,0.788
451,Inside,0.784
451,Inside,1.13
451,Inside,1.633
451,Inside,0.415
451,Inside,1.413
451,Inside,0.372
451,Inside,0.715
451,Inside,0.895
451,Inside,0.969
451,Inside,0.343
451,Inside,1.393
451,Inside,0.715
451,Inside,0.633
451,Inside,0.895
451,Inside,0.67
451,Inside,0.415
451,Inside,0.766
451,Inside,0.856
451,Inside,2.144
451,Inside,1.011
451,Inside,0.67
451,Inside,1.498
451,Inside,1.266
451,Inside,1.083
451,Inside,0.743
451,Inside,0.557
451,Inside,0.633
451,Inside,1.29
451,Inside,3.456
451,Inside,0.929
451,Inside,2.237
451,Inside,0.856
451,Inside,1.198
451,Inside,0.343
451,Inside,0.969
451,Inside,0.557
451,Inside,0.969
451,Inside,0.831
451,Inside,1.393
451,Inside,0.599
451,Inside,0.743
451,Inside,0.3
451,Inside,0.3
451,Inside,0.67
451,Inside,1.051
451,Inside,0.633
451,Inside,0.929
451,Inside,0.818
451,Inside,1.552
451,Inside,0.599
451,Inside,1.083
451,Inside,0.71
451,Inside,0.868
451,Inside,0.599
451,Inside,1.13
451,Inside,1.051
451,Inside,0.67
451,Inside,0.447
451,Inside,2.671
451,Inside,2.907
451,Inside,1.157
451,Inside,0.895
451,Inside,1.235
451,Inside,1.393
451,Inside,1.656
451,Inside,0.868
451,Inside,1.393
451,Inside,0.372
451,Inside,1.605
451,Inside,0.3
451,Inside,0.415
451,Inside,1.525
451,Inside,0.353
451,Inside,1.08
451,Inside,0.743
451,Inside,0.743
451,Inside,0.557
451,Inside,0.633
451,Inside,0.929
451,Inside,0.929
451,Inside,1.083
451,Inside,0.856
451,Inside,0.715
451,Inside,2.352
451,Inside,0.485
451,Inside,1.21
451,Inside,0.47
451,Inside,4.388
451,Inside,0.343
451,Inside,0.973
451,Inside,0.3
451,Inside,1.605
451,Inside,0.947
451,Inside,0.947
451,Inside,0.353
451,Inside,0.784
451,Inside,0.372
451,Inside,0.353
451,Inside,0.485
451,Inside,1.637
451,Inside,0.599
451,Inside,0.372
451,Inside,0.3
451,Inside,1.157
451,Inside,1.235
451,Inside,2.217
451,Inside,0.372
451,Inside,1.014
451,Inside,0.67
451,Inside,0.588
451,Inside,2.31
451,Inside,0.895
451,Inside,1.713
451,Inside,0.343
451,Inside,0.929
451,Inside,0.526
451,Inside,0.447
451,Inside,0.599
451,Inside,2.444
451,Inside,0.831
451,Inside,0.372
451,Inside,0.3
451,Inside,0.372
451,Inside,1.004
451,Inside,2.318
451,Inside,0.343
451,Inside,4.258
451,Inside,1.051
451,Inside,1.375
451,Inside,3.25
451,Inside,0.743
451,Inside,0.599
451,Inside,0.633
451,Inside,0.599
451,Inside,0.485
451,Inside,0.818
451,Inside,0.766
451,Inside,1.605
451,Inside,0.557
451,Inside,0.899
451,Inside,1.867
451,Inside,0.447
451,Inside,1.115
451,Inside,0.372
451,Inside,0.633
451,Inside,2.037
451,Inside,0.973
451,Inside,0.424
451,Inside,0.415
451,Inside,1.778
451,Inside,0.71
451,Inside,0.71
451,Inside,0.71
451,Inside,0.485
451,Inside,0.818
451,Inside,0.372
451,Inside,0.766
451,Inside,2.512
451,Inside,0.715
451,Inside,0.743
451,Inside,0.3
451,Inside,1.21
451,Inside,0.67
451,Inside,1.532
451,Inside,0.67
451,Inside,1.867
451,Inside,1.375
451,Inside,3.69
451,Inside,1.051
451,Inside,0.557
451,Inside,0.856
451,Inside,0.447
451,Inside,0.605
451,Inside,1.683
451,Inside,0.372
451,Inside,3.435
451,Inside,1.157
451,Inside,0.67
451,Inside,1.451
451,Inside,0.929
451,Inside,0.3
451,Inside,1.235
451,Inside,0.929
451,Inside,0.599
451,Inside,0.895
451,Inside,0.3
451,Inside,2.608
451,Inside,3.232
451,Inside,0.973
451,Inside,1.301
451,Inside,0.856
451,Inside,0.766
451,Inside,1.064
451,Inside,0.372
451,Inside,1.051
451,Inside,1.975
451,Inside,0.856
451,Inside,1.34
451,Inside,0.3
451,Inside,1.363
451,Inside,3.055
451,Inside,0.929
451,Inside,0.526
451,Inside,0.485
451,Inside,0.447
451,Inside,1.19
451,Inside,0.353
451,Inside,0.71
451,Inside,2.097
451,Inside,0.929
451,Inside,1.363
451,Inside,0.67
451,Inside,0.973
451,Inside,0.485
451,Inside,2.268
451,Inside,0.743
451,Inside,1.19
451,Inside,0.899
451,Inside,1.552
451,Inside,0.633
451,Inside,0.633
451,Inside,0.895
451,Inside,0.929
451,Inside,1.29
451,Inside,0.929
451,Inside,3.122
451,Inside,0.3
451,Inside,1.613
451,Inside,7.32
451,Inside,0.599
451,Inside,0.353
451,Inside,0.743
451,Inside,1.42
451,Inside,3.119
451,Inside,0.557
451,Inside,0.532
451,Inside,0.929
451,Inside,0.372
451,Inside,0.788
451,Inside,0.447
451,Inside,1.613
451,Inside,0.67
451,Inside,0.766
451,Inside,0.588
451,Inside,1.656
451,Inside,1.422
451,Inside,1.637
451,Inside,5.153
451,Inside,0.372
451,Inside,0.715
451,Inside,0.766
451,Inside,0.847
451,Inside,0.743
451,Inside,0.895
451,Inside,0.3
451,Inside,2.918
451,Inside,0.67
451,Inside,1.064
451,Inside,0.929
451,Inside,0.831
451,Inside,0.372
451,Inside,0.599
451,Inside,1.051
451,Inside,0.372
451,Inside,1.004
451,Inside,1.004
451,Inside,0.649
451,Inside,2.237
451,Inside,0.485
451,Inside,0.372
451,Inside,3.797
451,Inside,0.3
451,Inside,0.372
451,Inside,1.051
451,Inside,0.353
451,Inside,0.705
451,Inside,0.743
451,Inside,0.856
451,Inside,1.753
451,Inside,0.3
451,Inside,0.818
451,Inside,0.818
451,Inside,0.599
451,Inside,4.494
451,Inside,0.969
451,Inside,3.064
451,Inside,0.372
451,Inside,3.41
451,Inside,0.599
451,Inside,0.766
451,Inside,1.268
451,Inside,1.041
451,Inside,0.895
451,Inside,0.372
451,Inside,0.415
451,Inside,0.633
451,Inside,0.67
451,Inside,0.715
451,Inside,0.715
451,Inside,1.19
451,Inside,0.447
451,Inside,0.3
451,Inside,1.945
451,Inside,0.929
451,Inside,0.784
451,Inside,1.29
451,Inside,0.415
451,Inside,11.553
451,Inside,1.19
451,Inside,0.3
451,Inside,0.899
451,Inside,0.447
451,Inside,1.13
451,Inside,0.973
451,Inside,0.447
451,Inside,2.444
451,Inside,1.13
451,Inside,0.353
451,Inside,0.788
451,Inside,1.875
451,Inside,0.557
451,Inside,0.485
451,Inside,1.051
451,Inside,0.447
451,Inside,0.929
451,Inside,0.895
451,Inside,1.342
451,Inside,0.372
451,Inside,1.004
451,Inside,0.3
451,Inside,0.3
451,Inside,1.552
451,Inside,1.004
451,Inside,0.929
451,Inside,1.753
451,Inside,1.08
451,Inside,0.526
451,Inside,1.014
451,Inside,0.929
451,Inside,0.3
451,Inside,1.637
451,Inside,0.685
451,Inside,0.3
451,Inside,0.526
451,Inside,0.557
451,Inside,3.374
451,Inside,1.268
451,Inside,0.818
451,Inside,0.3
451,Inside,2.793
451,Inside,0.557
451,Inside,1.08
451,Inside,0.929
451,Inside,0.447
451,Inside,0.372
451,Inside,0.633
451,Inside,1.778
451,Inside,0.372
451,Inside,0.856
451,Inside,0.3
451,Inside,0.557
451,Inside,1.115
451,Inside,0.3
451,Inside,0.599
451,Inside,0.599
451,Inside,0.526
451,Inside,0.856
451,Inside,0.868
451,Inside,0.929
451,Inside,3.65
451,Inside,2.023
451,Inside,0.784
451,Inside,1.918
451,Inside,0.526
451,Inside,1.115
451,Inside,0.788
451,Inside,0.633
451,Inside,0.947
451,Inside,0.3
451,Inside,0.899
451,Inside,1.472
451,Inside,0.743
451,Inside,0.788
451,Inside,2.624
451,Inside,0.784
451,Inside,4.075
451,Inside,0.633
451,Inside,0.969
451,Inside,0.372
451,Inside,0.929
451,Inside,0.3
451,Inside,0.71
451,Inside,1.08
451,Inside,0.343
451,Inside,1.577
451,Inside,0.599
451,Inside,0.788
451,Inside,0.415
451,Inside,0.899
451,Inside,0.3
451,Inside,0.599
451,Inside,0.784
451,Inside,0.447
451,Inside,0.372
451,Inside,0.788
451,Inside,0.856
451,Inside,1.761
451,Inside,1.227
451,Inside,1.157
451,Inside,0.599
451,Inside,1.268
451,Inside,0.71
451,Inside,1.051
451,Inside,0.633
451,Inside,0.715
451,Inside,0.818
451,Inside,0.3
451,Inside,0.485
451,Inside,0.372
451,Inside,0.743
451,Inside,0.947
451,Inside,1.613
451,Inside,1.656
451,Inside,0.447
451,Inside,1.363
451,Inside,0.372
451,Inside,0.71
451,Inside,1.895
451,Inside,1.528
451,Inside,1.472
451,Inside,0.526
451,Inside,1.434
451,Inside,0.3
451,Inside,0.784
451,Inside,0.633
451,Inside,0.447
451,Inside,0.3
451,Inside,0.856
451,Inside,0.969
451,Inside,1.083
451,Inside,0.947
451,Inside,5.587
451,Inside,0.447
451,Inside,1.115
451,Inside,0.649
451,Inside,0.343
451,Inside,0.599
451,Inside,0.856
451,Inside,0.485
451,Inside,0.67
451,Inside,1.083
451,Inside,0.557
451,Inside,0.3
451,Inside,1.198
451,Inside,1.975
451,Inside,1.083
451,Inside,0.743
451,Inside,0.372
451,Inside,3.374
451,Inside,2.077
451,Inside,1.064
451,Inside,0.899
451,Inside,0.818
451,Inside,0.818
451,Inside,1.895
451,Inside,2.157
451,Inside,0.3
451,Inside,0.715
451,Inside,0.599
451,Inside,0.557
451,Inside,4.43
451,Inside,0.3
451,Inside,1.314
451,Inside,0.818
451,Inside,0.3
451,Inside,0.784
451,Inside,1.598
451,Inside,1.532
451,Inside,0.415
451,Inside,0.3
451,Inside,0.929
451,Inside,0.784
451,Inside,0.343
451,Inside,1.375
451,Inside,0.605
451,Inside,0.599
451,Inside,2.104
451,Inside,0.532
451,Inside,0.71
451,Inside,0.447
451,Inside,0.343
451,Inside,0.372
451,Inside,1.735
451,Inside,1.083
451,Inside,0.67
451,Inside,0.343
451,Inside,1.154
451,Inside,0.447
451,Inside,1.383
451,Inside,0.3
451,Inside,0.743
451,Inside,0.526
451,Inside,0.743
451,Inside,1.79
451,Inside,0.784
451,Inside,0.67
451,Inside,1.115
451,Inside,0.343
451,Inside,0.969
451,Inside,2.012
451,Inside,1.383
451,Inside,0.599
451,Inside,0.831
451,Inside,0.856
451,Inside,1.271
451,Inside,0.715
451,Inside,1.42
451,Inside,0.485
451,Inside,0.633
451,Inside,1.157
451,Inside,1.342
451,Inside,4.423
451,Inside,0.372
451,Inside,0.784
451,Inside,0.766
451,Inside,0.929
451,Inside,0.899
451,Inside,0.557
451,Inside,0.605
451,Inside,0.743
451,Inside,4.645
451,Inside,1.342
451,Inside,1.613
451,Inside,0.372
451,Inside,1.004
451,Inside,1.29
451,Inside,0.895
451,Inside,0.947
451,Inside,0.599
451,Inside,0.343
451,Inside,0.557
451,Inside,0.67
451,Inside,0.424
451,Inside,1.028
451,Inside,1.639
451,Inside,0.599
451,Inside,1.383
451,Inside,1.235
451,Inside,0.831
451,Inside,0.969
451,Inside,0.929
451,Inside,1.711
451,Inside,0.485
451,Inside,0.947
451,Inside,0.715
451,Inside,1.157
451,Inside,0.947
451,Inside,0.599
451,Inside,3.051
451,Inside,0.485
451,Inside,1.37
451,Inside,0.67
451,Inside,1.561
451,Inside,0.633
451,Inside,1.342
451,Inside,2.792
451,Inside,0.353
451,Inside,3.021
451,Inside,2.56
451,Inside,0.447
451,Inside,0.784
451,Inside,0.447
451,Inside,0.415
451,Inside,1.115
451,Inside,1.115
451,Inside,0.633
451,Inside,1.028
451,Inside,0.599
451,Inside,0.67
451,Inside,0.784
451,Inside,0.557
451,Inside,2.423
451,Inside,0.929
451,Inside,1.918
451,Inside,0.557
451,Inside,0.353
451,Inside,0.743
451,Inside,0.485
451,Inside,0.3
451,Inside,0.899
451,Inside,1.109
451,Inside,1.271
451,Inside,0.447
451,Inside,0.868
451,Inside,0.818
451,Inside,0.532
451,Inside,0.447
451,Inside,2.084
451,Inside,1.596
451,Inside,0.447
451,Inside,0.868
451,Inside,0.415
451,Inside,0.485
451,Inside,0.3
451,Inside,2.741
451,Inside,1.314
451,Inside,0.633
451,Inside,3.367
451,Inside,1.08
451,Inside,1.568
451,Inside,0.818
451,Inside,0.633
451,Inside,0.71
451,Inside,0.71
451,Inside,0.353
451,Inside,0.784
451,Inside,0.557
451,Inside,0.856
451,Inside,0.526
451,Inside,0.353
451,Inside,1.198
451,Inside,2.865
451,Inside,0.3
451,Inside,1.43
451,Inside,0.743
451,Inside,0.633
451,Inside,1.528
451,Inside,0.818
451,Inside,0.599
451,Inside,0.557
451,Inside,0.784
451,Inside,0.743
451,Inside,0.856
451,Inside,0.67
451,Inside,1.19
451,Inside,0.633
451,Inside,0.784
451,Inside,0.818
451,Inside,1.413
451,Inside,0.372
451,Inside,0.899
451,Inside,0.895
451,Inside,0.526
451,Inside,0.3
451,Inside,0.766
451,Inside,0.743
451,Inside,0.532
451,Inside,1.115
451,Inside,2.123
451,Inside,0.895
451,Inside,1.13
451,Inside,1.21
451,Inside,0.3
451,Inside,0.372
451,Inside,0.3
451,Inside,0.929
451,Inside,0.71
451,Inside,0.485
451,Inside,0.947
451,Inside,1.13
451,Inside,0.784
451,Inside,3.119
451,Inside,0.743
451,Inside,0.71
451,Inside,0.353
451,Inside,1.656
451,Inside,0.743
451,Inside,0.372
451,Inside,0.818
451,Inside,0.895
451,Inside,0.784
451,Inside,0.818
451,Inside,1.34
451,Inside,1.613
451,Inside,1.08
451,Inside,0.929
451,Inside,2.381
451,Inside,0.715
451,Inside,2.608
451,Inside,3.011
451,Inside,1.498
451,Inside,0.899
451,Inside,1.895
451,Inside,0.868
451,Inside,1.784
451,Inside,0.557
451,Inside,1.735
451,Inside,0.973
451,Inside,1.13
451,Inside,0.969
451,Inside,0.788
451,Inside,1.109
451,Inside,1.246
451,Inside,2.037
451,Inside,0.784
451,Inside,1.235
451,Inside,1.051
451,Inside,1.051
451,Inside,1.181
451,Inside,0.743
451,Inside,0.3
451,Inside,0.485
451,Inside,1.051
451,Inside,1.011
451,Inside,0.526
451,Inside,0.715
451,Inside,0.895
451,Inside,0.3
451,Inside,5.102
451,Inside,1.13
451,Inside,1.004
451,Inside,0.557
451,Inside,1.157
451,Inside,0.685
451,Inside,0.557
451,Inside,0.71
451,Inside,2.691
451,Inside,0.67
451,Inside,1.552
451,Inside,2.237
451,Inside,1.613
451,Inside,0.353
451,Inside,0.485
451,Inside,0.784
451,Inside,0.973
451,Inside,1.13
451,Inside,0.526
451,Inside,0.895
451,Inside,0.485
451,Inside,0.3
451,Inside,1.198
451,Inside,0.599
451,Inside,0.599
451,Inside,0.818
451,Inside,2.363
451,Inside,0.784
451,Inside,1.393
451,Inside,0.895
451,Inside,0.372
451,Inside,1.13
451,Inside,0.633
451,Inside,0.353
451,Inside,0.3
451,Inside,0.633
451,Inside,0.372
451,Inside,0.67
451,Inside,0.633
451,Inside,0.71
451,Inside,0.599
451,Inside,0.447
451,Inside,1.29
451,Inside,1.004
451,Inside,1.266
451,Inside,0.883
451,Inside,0.899
451,Inside,0.3
451,Inside,0.343
451,Inside,0.895
451,Inside,1.157
451,Inside,0.895
451,Inside,0.3
451,Inside,3.597
451,Inside,0.3
451,Inside,1.938
451,Inside,1.34
451,Inside,1.157
451,Inside,3.574
451,Inside,2.052
451,Inside,0.532
451,Inside,1.683
451,Inside,1.154
451,Inside,2.213
451,Inside,1.041
451,Inside,0.818
451,Inside,0.372
451,Inside,0.715
451,Inside,2.498
451,Inside,0.588
451,Inside,0.743
451,Inside,1.561
451,Inside,0.532
451,Inside,0.633
451,Inside,0.372
451,Inside,0.372
451,Inside,0.743
451,Inside,0.743
451,Inside,0.353
451,Inside,0.485
451,Inside,1.656
451,Inside,0.868
451,Inside,0.485
451,Inside,1.839
451,Inside,0.372
451,Inside,2.102
451,Inside,0.485
451,Inside,0.485
451,Inside,3.311
451,Inside,0.633
451,Inside,0.3
451,Inside,1.154
451,Inside,1.004
451,Inside,1.37
451,Inside,1.637
451,Inside,0.3
451,Inside,0.415
451,Inside,1.19
451,Inside,0.818
451,Inside,0.856
451,Inside,0.743
451,Inside,2.077
451,Inside,0.605
451,Inside,0.788
451,Inside,0.784
451,Inside,6.915
451,Inside,2.237
451,Inside,0.947
451,Inside,0.743
451,Inside,0.969
451,Inside,0.766
451,Inside,0.372
451,Inside,0.71
451,Inside,0.557
451,Inside,0.557
451,Inside,1.08
451,Inside,1.093
451,Inside,0.415
451,Inside,1.083
451,Inside,1.083
451,Inside,1.19
451,Inside,0.605
451,Inside,0.372
